attempt    K    arraySize    mergeSortTime    hybridSortTime
6    55    5000    0.005304    0.004468
6    56    5000    0.005304    0.004478
6    57    5000    0.005297    0.004452
6    58    5000    0.005317    0.004437
6    59    5000    0.005318    0.004465
6    60    5000    0.005311    0.004469
6    61    5000    0.005302    0.004447
6    62    5000    0.005301    0.004469
6    63    5000    0.005307    0.004489
6    64    5000    0.005310    0.004461
6    65    5000    0.005289    0.004444
6    66    5000    0.005290    0.004456
6    67    5000    0.005328    0.004473
6    68    5000    0.005312    0.004426
6    69    5000    0.005288    0.004467
6    70    5000    0.005287    0.004441
6    71    5000    0.005310    0.004458
6    72    5000    0.005319    0.004481
6    73    5000    0.005284    0.004455
6    74    5000    0.005288    0.004456
6    75    5000    0.005299    0.004421
6    76    5000    0.005323    0.004430
6    77    5000    0.005298    0.005460
6    78    5000    0.005300    0.005607
6    79    5000    0.005300    0.005677
6    80    5000    0.005314    0.005678
7    0    5000    0.005288    0.005492
7    1    5000    0.005286    0.004954
7    2    5000    0.005307    0.004684
7    3    5000    0.005300    0.004657
7    4    5000    0.005297    0.004321
7    5    5000    0.007618    0.004834
7    6    5000    0.005328    0.004308
7    7    5000    0.005325    0.004327
7    8    5000    0.005321    0.004286
7    9    5000    0.005303    0.004089
7    10    5000    0.005315    0.004085
7    11    5000    0.005307    0.004124
7    12    5000    0.005304    0.004133
7    13    5000    0.005309    0.004080
7    14    5000    0.005311    0.004106
7    15    5000    0.005317    0.004101
7    16    5000    0.005308    0.004106
7    17    5000    0.005283    0.004083
7    18    5000    0.005288    0.004081
7    19    5000    0.005314    0.004080
7    20    5000    0.005310    0.004063
7    21    5000    0.005290    0.004065
7    22    5000    0.005296    0.004081
7    23    5000    0.005308    0.004096
7    24    5000    0.005311    0.004067
7    25    5000    0.005292    0.004051
7    26    5000    0.005309    0.004066
7    27    5000    0.005303    0.004073
7    28    5000    0.005298    0.004074
7    29    5000    0.005287    0.004044
7    30    5000    0.005398    0.004160
7    31    5000    0.005328    0.004073
7    32    5000    0.005309    0.004086
7    33    5000    0.005286    0.004068
7    34    5000    0.005281    0.004121
7    35    5000    0.005315    0.004070
7    36    5000    0.005315    0.004064
7    37    5000    0.005289    0.004080
7    38    5000    0.005281    0.004424
7    39    5000    0.005320    0.004444
7    40    5000    0.005320    0.004403
7    41    5000    0.005295    0.004458
7    42    5000    0.005297    0.004454
7    43    5000    0.005292    0.004470
7    44    5000    0.005311    0.004461
7    45    5000    0.005299    0.004476
7    46    5000    0.005285    0.004462
7    47    5000    0.005318    0.004461
7    48    5000    0.005318    0.004473
7    49    5000    0.005302    0.004455
7    50    5000    0.005289    0.004439
7    51    5000    0.005293    0.004488
7    52    5000    0.005310    0.004472
7    53    5000    0.005299    0.004450
7    54    5000    0.005297    0.004458
7    55    5000    0.005298    0.004482
7    56    5000    0.005308    0.004464
7    57    5000    0.005297    0.004449
7    58    5000    0.005301    0.004483
7    59    5000    0.005300    0.004456
7    60    5000    0.005376    0.004449
7    61    5000    0.005284    0.004466
7    62    5000    0.005305    0.004470
7    63    5000    0.005315    0.004460
7    64    5000    0.005316    0.004451
7    65    5000    0.005283    0.004466
7    66    5000    0.005305    0.004466
7    67    5000    0.005323    0.004476
7    68    5000    0.005302    0.004441
7    69    5000    0.005281    0.004463
7    70    5000    0.005289    0.004454
7    71    5000    0.005305    0.004450
7    72    5000    0.005319    0.004469
7    73    5000    0.005296    0.004456
7    74    5000    0.005290    0.004462
7    75    5000    0.005308    0.004462
7    76    5000    0.005313    0.004438
7    77    5000    0.005291    0.005505
7    78    5000    0.005286    0.005631
7    79    5000    0.005309    0.005643
7    80    5000    0.005301    0.005630
8    0    5000    0.005287    0.005499
8    1    5000    0.005295    0.004958
8    2    5000    0.005288    0.004708
8    3    5000    0.005300    0.004675
8    4    5000    0.005332    0.004323
8    5    5000    0.005310    0.004292
8    6    5000    0.005301    0.004279
8    7    5000    0.005323    0.004330
8    8    5000    0.005297    0.004273
8    9    5000    0.005296    0.004096
8    10    5000    0.005290    0.004082
8    11    5000    0.005308    0.004104
8    12    5000    0.005311    0.004109
8    13    5000    0.005302    0.004098
8    14    5000    0.005305    0.004089
8    15    5000    0.005295    0.004099
8    16    5000    0.005335    0.004104
8    17    5000    0.005287    0.004086
8    18    5000    0.005295    0.004082
8    19    5000    0.005289    0.004077
8    20    5000    0.005315    0.004063
8    21    5000    0.005301    0.004078
8    22    5000    0.005292    0.004061
8    23    5000    0.005296    0.004091
8    24    5000    0.005308    0.004073
8    25    5000    0.005299    0.004069
8    26    5000    0.005295    0.004052
8    27    5000    0.005364    0.004070
8    28    5000    0.005307    0.004075
8    29    5000    0.005286    0.004073
8    30    5000    0.005302    0.004070
8    31    5000    0.005314    0.004081
8    32    5000    0.005305    0.004053
8    33    5000    0.005295    0.004070
8    34    5000    0.005290    0.004068
8    35    5000    0.005300    0.004080
8    36    5000    0.005310    0.004053
8    37    5000    0.005297    0.004078
8    38    5000    0.005287    0.004442
8    39    5000    0.005300    0.004458
8    40    5000    0.005314    0.004434
8    41    5000    0.005298    0.004441
8    42    5000    0.005305    0.004443
8    43    5000    0.005298    0.004446
8    44    5000    0.005306    0.004473
8    45    5000    0.005295    0.004454
8    46    5000    0.005300    0.004453
8    47    5000    0.005295    0.004439
8    48    5000    0.005960    0.006237
8    49    5000    0.005322    0.004490
8    50    5000    0.005359    0.004468
8    51    5000    0.005301    0.004453
8    52    5000    0.005318    0.004465
8    53    5000    0.005312    0.004467
8    54    5000    0.005313    0.004455
8    55    5000    0.005304    0.004444
8    56    5000    0.005308    0.004451
8    57    5000    0.005318    0.004462
8    58    5000    0.005300    0.004434
8    59    5000    0.005298    0.004444
8    60    5000    0.005302    0.004447
8    61    5000    0.005308    0.004469
8    62    5000    0.005303    0.004473
8    63    5000    0.005306    0.004458
8    64    5000    0.005312    0.004445
8    65    5000    0.005285    0.004432
8    66    5000    0.005307    0.004477
8    67    5000    0.005305    0.004416
8    68    5000    0.005309    0.004476
8    69    5000    0.005286    0.004455
8    70    5000    0.005301    0.004444
8    71    5000    0.005302    0.004433
8    72    5000    0.005309    0.004459
8    73    5000    0.005288    0.004489
8    74    5000    0.005293    0.004459
8    75    5000    0.005328    0.004486
8    76    5000    0.005311    0.004423
8    77    5000    0.005290    0.005474
8    78    5000    0.005291    0.005657
8    79    5000    0.005296    0.005614
8    80    5000    0.005304    0.005695
9    0    5000    0.005296    0.005492
9    1    5000    0.005304    0.004967
9    2    5000    0.005287    0.004704
9    3    5000    0.005298    0.004677
9    4    5000    0.005314    0.004323
9    5    5000    0.005304    0.004287
9    6    5000    0.005292    0.004286
9    7    5000    0.005294    0.004314
9    8    5000    0.005305    0.004273
9    9    5000    0.005289    0.004091
9    10    5000    0.005312    0.004093
9    11    5000    0.005310    0.004109
9    12    5000    0.005315    0.004114
9    13    5000    0.005297    0.004096
9    14    5000    0.005307    0.004087
9    15    5000    0.005303    0.004112
9    16    5000    0.005313    0.004103
9    17    5000    0.005283    0.004091
9    18    5000    0.005285    0.004076
9    19    5000    0.005318    0.004076
9    20    5000    0.005314    0.004077
9    21    5000    0.005312    0.004078
9    22    5000    0.005293    0.004072
9    23    5000    0.005297    0.004096
9    24    5000    0.005307    0.004077
9    25    5000    0.005295    0.004064
9    26    5000    0.005300    0.004072
9    27    5000    0.005292    0.004059
9    28    5000    0.005305    0.004084
9    29    5000    0.005276    0.004058
9    30    5000    0.005315    0.004070
9    31    5000    0.005307    0.004079
9    32    5000    0.005322    0.004075
9    33    5000    0.005291    0.004077
9    34    5000    0.005290    0.004059
9    35    5000    0.005307    0.004060
9    36    5000    0.005320    0.004060
9    37    5000    0.005295    0.004063
9    38    5000    0.005293    0.004453
9    39    5000    0.005307    0.004446
9    40    5000    0.005314    0.004454
9    41    5000    0.005285    0.004420
9    42    5000    0.005304    0.004454
9    43    5000    0.005300    0.004467
9    44    5000    0.005306    0.004453
9    45    5000    0.005295    0.004461
9    46    5000    0.005293    0.004450
9    47    5000    0.005296    0.004468
9    48    5000    0.005309    0.004435
9    49    5000    0.005334    0.004687
9    50    5000    0.005305    0.004474
9    51    5000    0.005300    0.004482
9    52    5000    0.005310    0.004442
9    53    5000    0.005314    0.004448
9    54    5000    0.005285    0.004449
9    55    5000    0.005312    0.004436
9    56    5000    0.005307    0.004449
9    57    5000    0.005295    0.004471
9    58    5000    0.005296    0.004448
9    59    5000    0.005310    0.004458
9    60    5000    0.005306    0.004432
9    61    5000    0.005298    0.004452
9    62    5000    0.005304    0.004449
9    63    5000    0.005310    0.004445
9    64    5000    0.005324    0.004436
9    65    5000    0.005296    0.004470
9    66    5000    0.005297    0.004449
9    67    5000    0.005304    0.004468
9    68    5000    0.005311    0.004448
9    69    5000    0.005298    0.004472
9    70    5000    0.005288    0.004461
9    71    5000    0.005296    0.004431
9    72    5000    0.005316    0.004442
9    73    5000    0.005291    0.004468
9    74    5000    0.005310    0.004467
9    75    5000    0.005303    0.004461
9    76    5000    0.005307    0.004480
9    77    5000    0.005291    0.005525
9    78    5000    0.005299    0.005679
9    79    5000    0.005300    0.005653
9    80    5000    0.005312    0.005609
