attempt    K    arraySize    mergeSortTime    hybridSortTime
729    43    729    0.000222    0.000112
730    43    730    0.000223    0.000111
731    43    731    0.000224    0.000110
732    43    732    0.000223    0.000111
733    43    733    0.000223    0.000110
734    43    734    0.000224    0.000111
735    43    735    0.000223    0.000110
736    43    736    0.000224    0.000111
737    43    737    0.000224    0.000111
738    43    738    0.000224    0.000112
739    43    739    0.000227    0.000113
740    43    740    0.000226    0.000114
741    43    741    0.000226    0.000114
742    43    742    0.000227    0.000113
743    43    743    0.000226    0.000113
744    43    744    0.000227    0.000114
745    43    745    0.000227    0.000113
746    43    746    0.000228    0.000114
747    43    747    0.000227    0.000113
748    43    748    0.000229    0.000118
749    43    749    0.000227    0.000113
750    43    750    0.000230    0.000114
751    43    751    0.000228    0.000114
752    43    752    0.000228    0.000113
753    43    753    0.000230    0.000115
754    43    754    0.000229    0.000115
755    43    755    0.000229    0.000115
756    43    756    0.000231    0.000116
757    43    757    0.000230    0.000115
758    43    758    0.000232    0.000115
759    43    759    0.000231    0.000115
760    43    760    0.000230    0.000116
761    43    761    0.000231    0.000116
762    43    762    0.000232    0.000116
763    43    763    0.000234    0.000117
764    43    764    0.000233    0.000117
765    43    765    0.000232    0.000117
766    43    766    0.000232    0.000117
767    43    767    0.000233    0.000116
768    43    768    0.000233    0.000116
769    43    769    0.000235    0.000117
770    43    770    0.000234    0.000118
771    43    771    0.000236    0.000119
772    43    772    0.000235    0.000118
773    43    773    0.000236    0.000118
774    43    774    0.000239    0.000118
775    43    775    0.000235    0.000117
776    43    776    0.000234    0.000117
777    43    777    0.000237    0.000118
778    43    778    0.000238    0.000118
779    43    779    0.000237    0.000117
780    43    780    0.000239    0.000120
781    43    781    0.000239    0.000119
782    43    782    0.000239    0.000120
783    43    783    0.000240    0.000120
784    43    784    0.000241    0.000120
785    43    785    0.000241    0.000119
786    43    786    0.000242    0.000120
787    43    787    0.000242    0.000119
788    43    788    0.000243    0.000120
789    43    789    0.000241    0.000120
790    43    790    0.000243    0.000120
